class,text
0,"Mohon jatah menteri@pksart seakan2 oposisi, pdhl loyal@cyberpks @msi_sohibuliman @pksejahtera"
0,Mohon maaf untuk komentar2 saya pak @jokowi saya hanya menyampaikan sedikit dari keluhan yg ada di kampung saya yg telah bpk kunjungi.
0,"@YusronIhza_Mhd @jokowi mohon diambil tindakan pak,masih banyak orng yg berkompeten mengisi posisi sebagai dubes 
terima kasih @jokowi"
0,@pramonoanung @jokowi .pak menteri tolong sampaikan salam hormat kami untuk pak Jokowi. Tolong bantu kami. Kami rakyat  yg memohon keadilan
0,Utamanya memang petani bawang merah dan peternak ya pak @jokowi tp tolong sistem kerja pemerintahan desanya mungkin jg butuh dibenahi.
1,"Maaf pak @jokowi di Palu Sulawesi Tengah Pemadaman Listrik 6jam  sehari sdh terjadi lbh dr sebulan, mohon bantuannya pak, @Pak_JK @pln_123"
1,"Asalamualaikum pak@jokowi ,salam hormat untuk bpk,pak  tolong bantu kami untuk optimal kan harga karet,yg saat ini sangat merosot harga ny,"
1,"Pak presiden @jokowi , masyarakat dipulau nias sdh bnar2 sulit tanpa listrik di hari-12. Mohon perhatian nya."
1,@jokowi  pak jokowi yg terhomat tolong dong angkat EKONOMI bagi petani KARET
0,"YTH Bpk @jokowi Ibu @NilaMoeloek @KemenDesa @bappenas mohon ijin memberikan sebuah saran, masukan dan opini http://www.pontianakpost.com/pentingnya-peran-skm-untuk-negeri …"
0,@Golkar5 @aburizalbakrie tivi one trlalu bgt mngkritik pemerintah.Mohon pak @jokowi mnghukum pemilik tivi ini.Sdah trlalu mengacau!!!
0,"@PlnSamarinda @Kaltim123 @KemenBUMN : tolong listrik jam segini jangan dipadamkan,terima kasih... Cc @jokowi"
1,@jokowi /assalamualaikum. Mohon di tindak untuk masalah persahaan pnggilingan batu yg mgakibatkn bnyak kena tb paru pic.twitter.com/kYnHp087qM
1,"@jokowi yth pak presiden,mohon di tengok2 ada apa dengan PLN kaltim?cari solusi jangka pendek dan jangka panjang utk mengatasinya,trims."
1,Cuuuuk gk sesuai jadwal pemadaman @Kaltim123 tolong pak @jokowi krisis listrik mau sampai kapan
0,"Ngehe memang @Kaltim123 ,oh tuhan sabarkan ibu"" yang lagi menenangkan anak'a d bpp yang terkena pemadaman listrik.  
@jokowi mohon di bantu"
0,"@kompascom pak presiden tolong soal di di realisasikan , orang tua sy sdh jd korban oknum"" yg meres karfna tdk Λ̶̨̲ϑλ̶̨̲ ketegasan soal ini"
1,"@Kemdikbud_RI ini yg dibiayai pemerintah yg PLPG atau yg PPG mohon diperjelas dan dipertegas lagi, ini rawan dimainkan dan pungutan"
1,@NilaMoeloek @KemenkesRI Mohon dibantu Ibu Menteri. Di Bangka Selatan banyak ambulance rusak.
1,@jokowi pak proyek PLTU kalimantan barat tolong tinjau donk.
0,"@KPK_RI asskum. Yth, KPK RI.. Nyuwun sewu nggeh, kulo ajeng matur niki.. Teng gene kulo niki gudange korupsi instalasi pemerintah desa.. Dr dana bedah rumah sampai pungutan liar sprt PKH.. mohon ditindak lanjuti desa karanggayam kebumen"
0,"Sejak kpn pemerintah bersikap seperti itu, tolong @CCICPolri tindak bapak ini"
0,"Retweeted FERDINAND HUTAHAEAN (@LawanPoLitikJKW):

Grace Natalie, tolong dong tanya pak Jokowi, kalau mmg Istana... https://fb.me/8vAhA8LIm "
0,"Juga sigendut SUSI drummer tuh sepi"" aja!mohon diadili"
0,"Ane sepakat bgt sama ente ustadz, tp tolong dong nasihatin ada juga habaib dari yg gak punya massa sampe punya massa byk di dlm ta'lim nya sering mengkritik dgn menghina pemerintah dengan berkata kotor dan kasar. Kalo mau kritik, ya kritik tapi gak perlu ngajar umat ngomong kasar"
1,"NEGARA INI SUDAH JADI KASINO JUDI ONLINE TERBESAR DI ASIA TOLONG DI HAPUS,,DAN TOLONG DI PERTANYAKAN PEMERINTAH ..APAKAH NEGARA KITTA INI SUDAH DI REAMIKAN JUDI ONLINE..MAAAF SAYA HANYA RAKYAT KECIL YANG BERTANYA..SEBABA SUDAH RIBUAN KORBAN NERJATUHAN..TRIMAKASIH SEBELUMNYA"
0,"JIKA NEGARA INI NEGARA CASINO JUDI ONLINE MENGAPA PEMERINTAH TIDAK SAHKAN SAJA DAN MENGAPA PEMERINTAH MELIHAT HAL IN MENYEPELEHKAN MASALAH INI,,PADAHAL DALAM SEHARI MILIRAN RUPIAH BERPUTAR DI ASATA JUDI ONLINE,,TOLONG DI PERHATIKAN INI SANGAT SERIUS SAYA PROYES"
1,"@ewinyartotweetnya melecehkan dan lihat saja tweetnya banyak menghina presiden @jokowi 
Pak polisi @CCICPolri @BSSN_RI @BareskrimPolri mohon segera diselidiki akun ini"
0,"Yang terhrmat Bp Presiden, saya hanya mau cari kerja...mohon saya dibantu...saya masih tuunggu panggilan dengan Calibre Consulting Malaysia, Mohon dengan sangat dibantulah pak...saya sdh gak punya daya upaya lagi..."
0,"Mohon Maaf Pak Presiden,  Bapak tidak Bisa masuk ke grup saya punya 'GERAKAN KEMBALI KE UUD 1945 ASLI' pic.twitter.com/3fkD95Pz1Q"
0,"Indonesia Berdoa bagi Presiden 3 NKRI : BJ Habibie,
Semoga Allah SWT,
Memberikan Kesembuhan dan Kekuatan serta Tetap mengasuh Kami Anak Bangsa.
Alfatihah ..

Yth @lukmansaifuddin @GPAnsor_Satu @AfifFuadS @imam_nahrawi @AlissaWahid @KhofifahIP Mohon Doanya untuk Pak Habibie"
0,"@jokowi TKI. Aceh Dipaksa Kerja 20 Jam/Hari, Sering Dipukuli dan Sekarang Hilang Kontak, Tolong Pak Presiden http://aceh.tribunnews.com/2018/03/03/tki-aceh-dipaksa-kerja-20-jamhari-sering-dipukuli-dan-sekarang-hilang-kontak-tolong-pak-presiden … lewat "
0,"Bang fahri yg terhormat, bolehkah sy bertanya? Knp setiap masalah anda kait²kan dengan pak presiden @jokowi ? Menurut sy, Masalah bang @fadlizon adalah masalah pribadi dgn komentatornya di twitter? Apa kaitannya? Tolong dijelaskan."
0,"Pemerintah terkait tolong donk buka stand/loket sama2 Gapari biar register simcard include juga buat E-KTP bgi yang belum, terima kasih"
0,"Bapak2, saya mohon petunjuk apakah u pendataan warga yang ada di Indonesia khususnya di Kota Bandung masih ada pendataan utk WNI Keturunan? @ridwankamil @aheryawan @Sapa_Kemendagri @Kemendagri_RI @DisdukcapilBdg @PRFMnews @RadioElshinta @ElshintaBandung @jokowi pic.twitter.com/ysVuQyimjZ"
0,pak tolong jangan pajak orang kecil saja.pajak pengusaha juga harus ditekankan.thnks
0,"#T3tapjokowi RT @defiatmon: RT @LawanPoLitikJKW: Grace Natalie, tolong dong tanya pak Jokowi, kalau mmg Istana Rumah Rakyat kenapa petani kendeng ga diterima diskusi?…"
0,"Sy dlu sk skli sm jokowi , jujur, tegas, pling di takutin. Tapi sy heran sm pak jokowi  lbh pntg org rakyat kcil smua fasilitas dg jnji di penuhi. Tapi knp smua pkerjaan slu di prsulit. Pluang krja susah . Hnya org dlm bs msk. Ya allah nasib nasib bgi sarjana. Tolong di prhatikan"
0,@sibayu1922 @Doneh @abbass_ai @cookiegig88 Ya ilmu saya masih dangkal. Mohon pencerahan:)
0,Kemacetan disetiap mudik hal biasa. Tapi kemacetan tahun ini adanya korban meninggal dunia. Mohon segera ada solusinya @jokowi
0,Bah selamat pagi komandan kalau bisa saran saya tolong di showkan Presiden AMOR kami supaya bisa dilihat di tv dan interaktif
0,": Ssttt.... Mohon jangan ganggu presiden lagi ""kampanye"", padahal pilpres 2 tahun yg lalu "
0,"Setiba di Jakarta...Minal aidin walfaidzin bpk @jokowi , Mohon maaf lahir dan batin bpk @basuki_btp ...Tahun depan Negriku harus lebih baik."
0,#Macet #Jokowi - maksudnya posisi dimana kemacetan nya ? Mohon info #JakartaMacet
0,"@jokowi Pak, mohon proyek kereta api Bandara Soetta bisa dipercepat penyelesaiannya. Hasil Tax Amnesty mungkin bisa bantu pendanaan nya."
0,"Ngomong2 soal kampanye, tolong lihat agenda presiden kemarin sehari saja, itu agenda pemimpin negara atau agenda kampanye? @gm_gm"
0,@jokowi: Bersilaturahmi dengan warga di Gedung Agung Yogyakarta. Terima kasih. Mohon maaf lahir batin.
0,"Pak Presiden saya Minta tolong modal dong susah banget usaha tanpa modal,tulunggg"
0,pak andai bisa saya mohon pak
0,"Tolong lah pemerintah pusat blokir situs porno di YouTube, Film film luar negeri di sensor segera & lagu lagu yang memakai pakaian seksi."
0,"Kabar Gembira !! Pemerintah Memutuskan ,SIM Tidak Perlu Lagi diperpanjang TOLONG SEBARKAN INFO... http://fb.me/7Xt2RG7CZ "
0,"Kabar Gembira !! Pemerintah Memutuskan ,SIM Tidak Perlu Lagi diperpanjang TOLONG SEBARKAN INFO... http://fb.me/5yd2HGRCb "
0,@shouso tolong Pak Jokowi juga minta maaf atas Musibah Century ini. Tolong! Tolong pak! pic.twitter.com/8sWEMpLgeF
0,@jokowi mohon maaf lahir batin Bp Presiden. mhn maaf jg kirim link ini https://indonesiana.tempo.co/read/80731/2016/07/09/imandiri1966/kisah-tiga-orang-buta-jonru-dan-makar-allah …https://twitter.com/jokowi/status/751686138931187712 …
0,"Bpk presiden skrng sy pastikan maju cawagub utk DKI bersama bpk sjarie syamsudin mohon di restui utk DKI aman tentran damai dan sejahtera,,"
0,"Pak @jokowi Tolong di Cek, kepala Daerah seperti Ini apa Benar...??? Jika Ini Benar Sangat berbahaya.. pic.twitter.com/wLKKCQbcKF"
0,"@jokowi pak presiden yg terhormat,tolong rakyat jelata pak,kasihan mereka,rumahnya jngn digusur pak,mata pencariannya disitu pak???"
1,MATI LAMPU LG di gandul cinere. Sdh 8x dlm 1 bln. Tolong ada tindakan pd @pln_123. @KemenBUMN @RiniSoemarnoID @YLKI_ID @jokowi
0,"pemerintah sudah benar. Sudah menjalankan tugas dengan baik. Hanya saja, tolong di percepat pembangunan lapangan kerja."
0,@jokowi Pak Presiden Jokowi tolong. Bantu Rio Haryanto #SaveRH88 #HungarianGP
0,@jokowi Kebutuhan pokok berikan subsidi biar murah harganya. Tolong dustribusinya bilamana perlu diborong diimpor. Kami marah  krecewa
1,"Mohon pendapatnya @imogen_pr Menteri Susi Angkat Bicara Soal Reklamasi Teluk Benoa
http://maritimnews.com/menteri-susi-angkat-bicara-soal-reklamasi-teluk-benoa/ … #kkp #telukbenoa"
0,"@jokowi dana desa
Di desa tolango kec anggrek kab gorontalo utara,,,
Trkndala dgn pihak kepolisian alasan galian C...mohon pncerahannya..pak"
1,pak tolong permudah pembuatan ktp. Masa tiap kab.  Susah banget buat bikin ktp. Ktp katanya penting. Tapi ko susah banget bikinnya.?
0,"Ide yang baik, sekedar saran kepada Fifi, Tim Kreatif Presiden yang cantik, mohon dipertimbangkan mendesain... http://fb.me/86cMBfXpz "
0,"Begitulah. ""Kesuksesan"" (Tax Amnesty) kadang-kadang membuat seorang menteri jumawa. Mohon maaf, Kamerad. http://fb.me/59jIssFWh "
0,Mohon maaf acara nya di cancel karna ada rapat dari pemerintah daerah
0,"tolong pak pikirkan jg keadilan buat para pendidik di sekolah..,sdkt kras demi moral anak bangsa atw lunak tp jga lunak mental mrka."
0,Pak @jokowi dan pak @basuki_btp Tolong kirim Psikologi ternama di Indonesia Ke ADP agar cepat cek jiwanya @AHMADDHANIPRAST #ADPsudahGila
1,harga balon sekarang mahal pemerintah belum operasi pasar ke tukang balon mohon bersabar :((
0,Mohon di maafkeun krn pemerintah lg fokes ke TKC .. https://twitter.com/VIVAcoid/status/756902209602727936 …
1,"Hukum sudah jadi permainan koruptor,  mohon prof smpaikan ke presiden spya intervensi hukum spya koruptor jera"
0,"Piala Gubernur Dan 7 Piala Lainnya Dioyong SMPN 1 Cibiuk http://jurnalispelajar.com/piala-gubernur-dan-7-piala-lainnya-dioyong-smpn-1-cibiuk.html …"" @jokowi mohon perhatiannya @Kemdikbud_RI @disdikjabar_"
0,"Kasihan beraninya cuma sama wong cilik,  tolong Pak @jokowi diberi sanksi seberat2nya orang arogan ini,  krn sdh merusak citra TNI"
0,"@jokowi Pak presiden, tolong beli lukisan kaca saya dong, pic.twitter.com/TWEadfrpO4"
0,"Yth Pak Presiden @jokowi, Mohon #BiarkanRakyatMemilih #SelamatkanKonsumenIndonesia #SelamatkanPekerjaIndonesia #TolakGarduTolOtomatis100%"
0,Viralkan! Pak @jokowi mohon cabut PP yg tdk manusiawi ini https://twitter.com/popokman/status/916597377422602240 …
0,"Yth Pak Presiden @jokowi
Mohon... #BiarkanRakyatMemilih
#SelamatkanKonsumenIndonesia
#SelamatkanPekerjaIndonesia
#TolakGarduTolOtomatis100%"
0,"Retweeted Jl. Cendana (@snorkeling12):

Mohon Maaf""
Kalau Sekarang Pemilihan PRESIDEN anda Memilih Siapa
Bpk... http://fb.me/1DtX7h1KH "
0,"@PRFMnews @ridwankamil @aheryawan @jokowi @kompascom Mohon bunga rate 7,7 persen utk Renovasi rumah pekerja bisa diturunkan menjadi 0 persen https://twitter.com/BPJSTKinfo/status/916634224232460289 …"
0,"@PRFMnews @ridwankamil @aheryawan @jokowi @pikiran_rakyat Mohon bunga rate 7,7 persen untuk Renovasi rumah bisa diturunkan menjadi 0 persen! https://twitter.com/BPJSTKinfo/status/916634224232460289 …"
0,"https://www.google.co.id/amp/s/m.liputan6.com/amp/2919630/bpjs-ketenagakerjaan-beri-pinjaman-renovasi-rumah-rp-50-juta … @BPJSTKinfo @PRFMnews @jokowi Mohon bunga rate utk renovasi rumah 7,7 persen diturunkan menjadi 0 persen utk pekerja"
0,"https://www.google.co.id/amp/s/m.liputan6.com/amp/2919630/bpjs-ketenagakerjaan-beri-pinjaman-renovasi-rumah-rp-50-juta … @PRFMnews @jokowi Mohon bunga rate 7,7 persen untuk Renovasi rumah bisa diturunkan menjadi 0 persen untuk pekerja!"
0,"@jokowi pak presiden tolong turun tangan,truk-truk pasir di daerah wates kabupaten kediri jawa timur sdh sangat amat meresahkan wrg"
0,"Yth Pak Presiden @jokowi
Mohon
#BiarkanRakyatMemilih #SelamatkanKonsumenIndonesia #SelamatkanPekerjaIndonesia #TolakGarduTolOtomatis100%"
0,"Yth Pak Presiden @jokowi,
Mohon
#BiarkanRakyatMemilih #SelamatkanKonsumenIndonesia #SelamatkanPekerjaIndonesia #TolakGarduTolOtomatis100%"
0,"@jokowi Tolong dipantau jln desa kami pak,amburadul.dsn4 lorong serdang sei rakyat,kec p.tengah,kab l.batu sumut"
0,"HEBAT BENER!
Pengen dapet ilmu ekonomix soal ini.
Cadangan devisa naik lagi, nilai utang negara naik lagi?
Mohon penjelasannya Pak @jokowi? https://twitter.com/kompascom/status/916693081382182912 …"
1,"Pak @jokowi mohon di alokasikan dana utk website2 pemerintah, mau cetak kartu antrian dr pagi ke pagi gak bisa2. @Kemenkumham_RI @BKNgoid"
0,presidenku pak jokowi mohon diintip sedkit pak keluh kesah https://twitter.com/cpnskumham2017 
1,"Dear pak @jokowi & pak @YasonaLaoly, mohon kebijaksanaannya karena website @cpnskumham2017 tdk dpt di akses sampai saat ini "
0,Teganya  tolong bacalah ini Pak @jokowi @NilaMoeloek https://twitter.com/Anton_djakarta/status/906208126285651968 …
1,"@jokowi tolong pak hal seperti ini juga diperhatikan. MOhon diberikan solusi untuk kami para CPNS yang belum dapat registr, web ngedown."
0,"Kabar Gembira..!!!!! Kini Pemerintah Telah Memutuskan""SIM""Tidak Perlu Lagi di Perpanjang..!!! Tolong Bantu SHARE... http://fb.me/6wJycUQYM "
1,@Jokowi_ID pak presiden tolong kami belum bisa cetak no antrian tes cpns kmenkumham tolong please presiden
1,"@jokowi peserta CPNS susah mengakses http://cpns.kemenkumham.go.id  , untuk registrasi, tutup tgl 11... mohon di evaluasi pak #pendaftaran CPNS"
1,"@jokowi dengan hormat, pak mohon di evaluasi penerimaan CPNS Kemenhukham, peserta tdk dapat akses alamat web untuk registrasi, deadline 11"
1,Malam pak....kami mohon bantuan bapak..untuk mengatasi permaslahan kami.yaitu sulit nya mencetak kartu informasi cpns@jokowi
0,"Pak @jokowi tolong pak,  kami butuh kepastian dari @Kemenkumham_RI"
0,"@Fahrihamzah keberatn KPK keterlaluan bnyak tangkapi koruptor & mohon @jokowi hentikn sepak terjang KPK yg agresif

 http://nasional.kompas.com/read/2017/09/08/19100691/kpk-gencar-lakukan-ott-fahri-minta-jokowi-turun-tangan …"
0,beginilah Indonesia..Sebelum Terjadi Gak bakal Dibenerin..@jokowi Tolong aparat aparat kementrian dikondisikan.
0,"Maaf Pak Permisi Sebentar  Rambut Bapak Sudah Melewati Bundaran HI, Tolong Di Rapikan Sebentar Sebelum Di Tilang Polisi #kumparanGiveaway"
0,Pak @jokowi tolong kami 
1,"Mohon Bapak @jokowi melakukan sidak dan evaluasi  kepada seluruh Kantor BPN, khususnya di Kab. Timor Tengah Utara NTT"
0,inisih nama nya penyingkiran secara halus @Kemenkumham_RI  mana tanggapannya tentang server yang down ini @Kemenkumham_RI tolong pak @jokowi
0,Pak presiden tolong turun tangan...  Toloonnggn pak koruptor pada ditangkap semua.. Nanti koruptor bisa habis pak.. KPK jadi pengangguran
0,Tolong anda tunjukan satu saja teman seangkatan Jokowi waktu kuliah atau sama2 Wisudha. https://m.facebook.com/story.php?story_fbid=1833121527017309&id=100009584381952 …
0,"Saya suka video @YouTube http://youtu.be/aNxJznCgPhs?a  Jokowi : Ajudan Tadi Bilang ""Pak, Rambutnya Tolong dirapikan"""
0,@kangdede78 @YusronIhza_Mhd @Yusrilihza_Mhd Pak @jokowi mohon pertimbangkan kelayakan orang ini utk menjadi Dubes RI!
0,"Pak Menteri, Tolong Diberi Beasiswa untuk Santri... - http://KOMPAS.com  http://bit.ly/1pW5xcB "
0,@jokowi ..pa jokowi eksploitasi anak tidak hanya di jakarta tapi di seluruh indonesia mohon bapak perhatikan mereka
0,"Pak Menteri, Tolong Diberi Beasiswa untuk Santri... http://kom.ps/AFuq2y "
0,"Setuju ! ""@kompascom: Pak Menteri, Tolong Diberi Beasiswa untuk Santri... http://kom.ps/AFuq2y """
0,"""@kompascom: Pak Menteri, Tolong Diberi Beasiswa untuk Santri...""

Kyk RAMADHAN, bulannya doang..
@Fahrihamzah"
0,"kompascom : Pak Menteri, Tolong Diberi Beasiswa untuk Santri... http://kom.ps/AFuq2y  (… https://twitter.com/kompascom/status/714599061773389824 …)pic.twitter.com/iYP4kCMcUk"
1,"@YusronIhza_Mhd kwalitas otak dubes kayak gini?. Pak @jokowi mohon ditarik aja dubes model ginian, memalukan bangsa dan negara..."
1,"Tolong yang bukan sekolah di pondok pesantren juga dibanyakin beasiswanya, Pak Menteri  https://twitter.com/kompascom/status/714599061773389824 …"
0,"Pak Menteri, Tolong Diberi Beasiswa untuk Santri... - http://KOMPAS.com  http://bit.ly/1RLOlm5  #Beasiswa"
1,"Dear @jokowi, banjir lagi pagi ini, tolong benahi kami Mr. President, muak dengan aktivitas perusak alam.... pic.twitter.com/O5CUoR8A0K"
0,hastag nya #Janji oh no...no..langsung ingat #Janji Jokowi kok bisa tolong jelaskan kan..kan..
1,"@jokowi @kemkominfo @rudiantara_id Ini konten sponsor di BBM pak, mohon di follow up ya pak. Terimakasih. Hehe.. pic.twitter.com/Y5Dv7Gu9NG"
1,"@jokowi @Pak_JK @LAPOR1708 Mohon dibenerin orang Pajaknya..4 tahun..isu nasional..tp kok gak bisa beres ""https://youtu.be/1Lt6sWLOMv8 "" #SPT #NPWP"
1,Untuk @anisrazaks timbalan presiden kampus tembila . mohon buat program cara2 nak hadap hari temuduga dngn betul  . 
0,"Tidak boleh bersinggungan dengan pemerintah dan golongan.
Kalaupun dalam praktek saya belum pas, tolong… [pic] — https://path.com/p/ABcU3 "
0,Tolong bantu retweet supaya makin banyak yg menulis  @PartaiSocmed @jokowi @RamliRizal @debley11 @nu_onlinepic.twitter.com/PdZUbpAY1x
0,@syariahmandiri Admin maaf. Mau tanya apakah Bank @syariahmandiri memberi Pinjaman Kredit untuk Pensiunan PNS? Mohon jawaban @jokowi
1,@kemenhub151 pak menteri tolong jg di standarlisasi gaji pelayaran di Indonesia yg di bawa standar dan ketentuan IMO STCW Amendemen 2010
1,"@kemenhub151 pak menteri perhubungan tolong di basmi ijazah"" palsu di pelayaran yg hingga saat ini msh banyak yg pakai.."
0,Jokowi ke Menteri PUPR: Antrean di Gerbang Tol Saat Lebaran Tolong Dihilangkan http://detik.id/6uoOZu 
1,"@jokowi Pak Presiden, hackers anak bangsa tolong di perhatikan juga dong,bikin channel khusus tampung ""rahasia"" kami pic.twitter.com/DmHUMCrITl"
0,Tolong Kita Pantau Bersama https://twitter.com/BaraJpGayoLues/status/725000500093964288 … cc @KPK_RI @bpkri @MaTA_Aceh @jokowi @LAPOR1708 @LaporPresiden @kejagung @GerakAceh
1,@jokowi pak tolong bantu sirkuit sentul d bngun pak
1,@yohanis_pieloor @susipudjiastuti @jokowi  bu susi muars gembong sangat potensial. Tolong dong diprrhatikan. Penduduk miskin n tertinggal
0,Pak presiden @jokowi tolong naikkan harga rokok 15x lipat
1,@jokowi السلام عليكم--BAPAK PERESIDEN JOKOWI TOLONG PERHATIKAN KAMI DI PATANI SELATAN DI TINDAS OLEH PEJAJAH SIAM. pic.twitter.com/a5FYf3RI1w
1,Pak @jokowi @kemkominfo @DivHumasPolri Provokator mohon ditindak sebelum banyak yg terhasut. pic.twitter.com/kNJR8KSnRj
0,"Kpd YTH
Bpk.Presiden RI
Tolong tukarkan 14 WNI yg disandera Abu Sayyaf dg 500an Anggota DPR kita..
Terima Kasih.."
1,@suaraxpelaut @DuniaPelaut tolong pak Presiden & pak Menteri di basmi para pelaut yg pakai ijazah palsu klu bisa di penjarakan..
0,"@jokowi pak tolong, saya butuh kerjaan pak"
0,"@jokowi tolong pak jokowi jg
 cabut itu pembekuan sebelm nisfi sakban sa.ngat berbhya buat bapak ,ham
Pir sukses apa yg dilakkan kamenpora."
1,Pak @RamliRizal @BadrodinHaiti @sudirmansaid tolong sikapi masalah ini. Cc: Presiden @jokowi https://twitter.com/BeritaMaluku/status/724870092652171264 …
1,Pak @RamliRizal tolong sikapi masalah ini. Cc: Presiden @jokowi https://twitter.com/InfoAmbon123/status/724869744638185472 …
1,sebelum proyek survei di tiap kementrian dan lembaga (K/L) dihentikan. tolong pak pres itu di audit dlu pak. @jokowi duit negara tuh pak.
0,"kabar gembira bagi CPNS,,Pemerintah buka lowongan CPNS 2016, ini persyaratannya,,tolong di... http://fb.me/4zKo1fZs6 "
1,Pak presiden @jokowi mohon Bapak tampil d TV dan menghimbau agar warga menghargai Keputusan Hukum dan Warga Jangan Bawa parang ke Bandara
0,"Mohon jangan salahkan Gubernur nya, 
Justru pemerintah provinsi yang melindungi Buh FH http://fb.me/8KlCFPkwD "
1,"Monggo @DivHumasPolri @CCICPolri segera tangkap tu Bocah penghina Presiden Pertama Indonesia. 
Tolong jaga wibawa Pahlawan bangsa ini. https://twitter.com/ZaraZettiraZr/status/863363588504772609 …"
1,"Pak @jokowi Tolong Pak Ini Diperhatikan ya pak,, https://twitter.com/iis_dahlia/status/863454010677874689 …"
1,"@jokowi Pak kita negara NKRI,Kita berpatok pada BHINEKA TUNGGAL IKA.
Tolong terima permohonan banding atas kasus persidangan pak AHOK."
1,"@tjahjo_kumolo selamat malam Bapak Menteri....tolong browsing hal hal yg menghina Presiden Jokowi.di google ataupun youtube,terimakasih"
1,"Pak @Jokowi ini @PLN_123 samarinda listrik mati sdh 8 jam. Wah parah nih pak, masa ibukota propinsi bisa gini. Tolong dijewer pak."
1,@NTMCLantasPolri @DivHumasPolri @jokowi pak tolong di usut tuntas https://twitter.com/ices_ardhono/status/863420798635094016 …
0,"@jokowi pa negara ini sudah hancur pa, apa bapak tidak melihat, pa tolong lah hati kami minoritas sakit sekali dihina bertubi""."
0,"Ada bukti membakar kasus?.. sertakan sumbernya  ini jadi serius loh kali tampak bukti, @CCICPolri mohon disimak baik2"
0,"Pak @jokowi tolong tenangkan rakyat dalam nkri pak,jgn bpk pergi melawat ke negeri china,abis itu kemana lagi?tolong pak segera tenangkan"
0,"Pak @jokowi rakyatmu sudah mulai terpecah jadi 2 kubu,engkau malah kesana sini,seakan tdk ada yg terjadi?tolong pak pulang benahi dolo nkri"
0,Ahoker yg aksi nyalakan lilin mohon di bina pak presiden..tp klo emg gak bisa di bina ya di binasakan aja
0,"Coba pergi ke Singkawang, Sambas. Ada byk org cina yg hidupnya begitu susah. Pernah diliput? Ga! Pernah minta2 tolong sama pemerintah? Ga! https://twitter.com/addiems/status/863251377031569408 …"
1,"Sad,kita mau nyalain lilin di http://komp.org  luar komp marah2 sambil bubarin dgn paksa. Tolong lindungi kaum minoritas Pak @jokowi"
0,"Tolong update saya, kerasisan seperti apa yg pak JK lakukan belakangan ini, Na?"
0,Gimana ini bro @_TNIAU ? Kasian keluarganya bro... pelakunya mohon dipecat bro cc @Puspen_TNI @jokowi https://twitter.com/jawapos/status/863401313081507840 …
1,"Pak @jokowi @tjahjo_kumolo tolong pejabat negara, pns yg mengikuti tax amnesty diumumkan ke publik https://twitter.com/prastow/status/863399887739670528 …"
1,Mohon perhatiannya @Puspen_TNI @tni_ad @_TNIAU @CCICPolri @DivHumasPolri @jokowi @Pak_JK negara kok jadi begini ?https://twitter.com/mediapencitraan/status/863382985969618944 …
0,Tolong melek pak
1,"Kepada Yth. Menteri Keuangan
Mohon untuk membuat kebijakan kepada BANK dalam mengucurkan produk kreditnya ke Masyarakat. Krn banyak Mafianya"
1,"maaf pak @wiranto1947 , mohon di cek dulu pak, bukankan ulama"" yg kritis malah dibilang makar oleh pemerintah, ?"
0,Hayo Pak @jokowi janji janji nya tolong dilunasi Pak. Mau sampai kapan Pak? https://twitter.com/_febrianahmad/status/890272642007089155 …
0,UsmanGintingJk jokowi 2) untuk selanjutnya mohon kesediaannya dapat menyampaikan kronologis permasalahan beserta data melalui DM. (ahd)
0,pln_123: UsmanGintingJk jokowi 2) untuk selanjutnya mohon kesediaannya dapat menyampaikan kronologis permasalahan beserta data melalui DM. …
1,"@jokowi pa jokowi.mohon utk segera membentuk tim pencari fakta utk kasus penyiraman air keras ke novel baswedan,krn dirasa polri tdk mampu"
1,"Tolong pak, TOL sumateraNya pak, Jangan hanya Kerjo pulau jawa semua pak."
1,"@jokowi tolong pak Presiden ada investor Galagan kapal di batam sdh 5 thn tdk beres beres izin  dgn nilai invest. 1,5 T."
0,"@jokowi Mohon Doa, hari in ( 26 / 7 ) Sidang pertama MK Uji Materil PERPPU No 2 Th 2017. Prof @Yusrilihza_Mhd dkk semoga Allah."
1,"Bpk Presiden Yth, Anggaran Dana utk Desa banyak yg diselewengkan & tdk tepat sasaran, mohon disidak ke daerah contoh Kab BatuBara prop Sumut"
0,"@jokowi Apakah setuju Perppu No. 2 / 2017 menggantikan UU No. 17 / 2013 ttg ORMAS. DITOLAK oleh DPR RI? Mohon di retweet dan like,."
1,"@PemkotaBogor Tolong perhatikan jalanan Transyogi cibubur cileungsi, gelap PJU mati dan marka jalan tdk ada, rawan kecelakaan! @jokowi"
0,Terima kasih. Mohon bantu RT #TolakReklamasiJakarta untuj @jokowi https://twitter.com/andreasharsono/status/693203635660926976 …
1,"Pak @jokowi uang untuk sponsor @RHaryantoracing di F1 jatuh tempo hari Ini, dan uangnya masih kurang..tolong pak dibantu, terima kasih."
1,"Bpk Presiden @jokowi mohon bantuannya utk tdk menyetujui #reklamasitelukbenoa Akan sangat merusak lingkungan, Bpk. Terima kasih. #saveBali"
1,@jokowi mrtnya tolong penegasan perawatan mrtnya dan kondisi jalurnya supaya hindari tabrak menabrak kecelakaan' itu diutamakan juga
1,@jokowi tolong pa dengarkan suara rakyat bali... https://m.facebook.com/story.php?story_fbid=10153544302314842&id=705794841 …
